questLineKey	chapter	step	visibleChoiceCount	branchKey	choiceKey	label	nextEntryKeys	failureEntryKeys	convergesIntoEntryKeys	owningEntryKey	shownAtEntryKey	suspectedClassification	reason
FactionQuest_LastLord	6	1	7			Welcome Back, Faithful Friend	FactionQuest_LastLord_Chapter06B_Step02_Choice1,FactionQuest_LastLord_Chapter06B_Step02_Choice2			FactionQuest_LastLord_Chapter06B_Step01	FactionQuest_LastLord_Chapter06A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_LastLord	6	1	7	FactionQuest_LastLord_Chapter06A_Step01:branch:1	FactionQuest_LastLord_Chapter06A_Step01_Choice01ChoiceDefinition	Reclaim				FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_LastLord	6	1	7	FactionQuest_LastLord_Chapter06A_Step01:branch:2	FactionQuest_LastLord_Chapter06A_Step01_Choice1ChoiceDefinition	Reclaim	FactionQuest_LastLord_Chapter06A_Step02_Choice1			FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
FactionQuest_LastLord	6	1	7	FactionQuest_LastLord_Chapter06A_Step01:branch:3	FactionQuest_LastLord_Chapter06A_Step02_Choice01ChoiceDefinition	A Mortal Life?				FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_LastLord	6	1	7	FactionQuest_LastLord_Chapter06A_Step01:branch:4	FactionQuest_LastLord_Chapter06A_Step01_Choice02ChoiceDefinition	Reject				FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_LastLord	6	1	7	FactionQuest_LastLord_Chapter06A_Step01:branch:5	FactionQuest_LastLord_Chapter06A_Step01_Choice2ChoiceDefinition	Reject	FactionQuest_LastLord_Chapter06A_Step02_Choice2			FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
FactionQuest_LastLord	6	1	7	FactionQuest_LastLord_Chapter06A_Step01:branch:6	FactionQuest_LastLord_Chapter06A_Step02_Choice02ChoiceDefinition	A Mortal Life?				FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_LastLord	6	2	11			Welcome Back, Faithful Friend	FactionQuest_LastLord_Chapter06B_Step02_Choice1,FactionQuest_LastLord_Chapter06B_Step02_Choice2			FactionQuest_LastLord_Chapter06B_Step01	FactionQuest_LastLord_Chapter06A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_LastLord	6	2	11			Defeat the doomwraiths under Archimedias’ control.				FactionQuest_LastLord_Chapter06A_Step02_Choice1	FactionQuest_LastLord_Chapter06A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_LastLord	6	2	11			Destroy—and feast on—the Aspects coming to free Archimedias.				FactionQuest_LastLord_Chapter06A_Step02_Choice2	FactionQuest_LastLord_Chapter06A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_LastLord	6	2	11			Appease Suluzzo’s discontent by founding a settlement for him.				FactionQuest_LastLord_Chapter06B_Step02_Choice1	FactionQuest_LastLord_Chapter06A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_LastLord	6	2	11			Extinguish Suluzzo’s threat once and for all.				FactionQuest_LastLord_Chapter06B_Step02_Choice2	FactionQuest_LastLord_Chapter06A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_LastLord	6	2	11	FactionQuest_LastLord_Chapter06A_Step01:branch:1	FactionQuest_LastLord_Chapter06A_Step01_Choice01ChoiceDefinition	Reclaim				FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_LastLord	6	2	11	FactionQuest_LastLord_Chapter06A_Step01:branch:2	FactionQuest_LastLord_Chapter06A_Step01_Choice1ChoiceDefinition	Reclaim	FactionQuest_LastLord_Chapter06A_Step02_Choice1			FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
FactionQuest_LastLord	6	2	11	FactionQuest_LastLord_Chapter06A_Step01:branch:3	FactionQuest_LastLord_Chapter06A_Step02_Choice01ChoiceDefinition	A Mortal Life?				FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_LastLord	6	2	11	FactionQuest_LastLord_Chapter06A_Step01:branch:4	FactionQuest_LastLord_Chapter06A_Step01_Choice02ChoiceDefinition	Reject				FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_LastLord	6	2	11	FactionQuest_LastLord_Chapter06A_Step01:branch:5	FactionQuest_LastLord_Chapter06A_Step01_Choice2ChoiceDefinition	Reject	FactionQuest_LastLord_Chapter06A_Step02_Choice2			FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
FactionQuest_LastLord	6	2	11	FactionQuest_LastLord_Chapter06A_Step01:branch:6	FactionQuest_LastLord_Chapter06A_Step02_Choice02ChoiceDefinition	A Mortal Life?				FactionQuest_LastLord_Chapter06A_Step01	FactionQuest_LastLord_Chapter06A_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_Mukag	2	1	7	FactionQuest_Mukag_Chapter02_Step01:branch:1	FactionQuest_Mukag_Chapter02_Step01ChoiceDefinition	Forgotten Power				FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_Mukag	2	1	7	FactionQuest_Mukag_Chapter02_Step01:branch:2	FactionQuest_Mukag_Chapter02_Step02_Choice01EffectChoiceDefinition	Pious	FactionQuest_Mukag_Chapter02_Step02_Choice01			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	2	1	7	FactionQuest_Mukag_Chapter02_Step01:branch:3	FactionQuest_Mukag_Chapter02_Step02_Choice1ChoiceDefinition	Pious	FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	2	1	7	FactionQuest_Mukag_Chapter02_Step01:branch:4	FactionQuest_Mukag_Chapter02_Step02_Choice02EffectChoiceDefinition	Open	FactionQuest_Mukag_Chapter02_Step02_Choice02			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	2	1	7	FactionQuest_Mukag_Chapter02_Step01:branch:5	FactionQuest_Mukag_Chapter02_Step02_Choice2ChoiceDefinition	Open	FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	2	1	7	FactionQuest_Mukag_Chapter02_Step01:branch:6	FactionQuest_Mukag_Chapter02_Step02_Choice03EffectChoiceDefinition	Bold	FactionQuest_Mukag_Chapter02_Step02_Choice03			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	2	1	7	FactionQuest_Mukag_Chapter02_Step01:branch:7	FactionQuest_Mukag_Chapter02_Step02_Choice3ChoiceDefinition	Bold	FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	2	2	13			Pious	FactionQuest_Mukag_Chapter02_Step02_Choice02,FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step02_Choice01	FactionQuest_Mukag_Chapter02_Step01	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	2	2	13			Use the Holy Oculum to observe its abilities.	FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step02_Choice1	FactionQuest_Mukag_Chapter02_Step01	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	2	2	13			Open	FactionQuest_Mukag_Chapter02_Step02_Choice03,FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step02_Choice02	FactionQuest_Mukag_Chapter02_Step01	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	2	2	13			Prove that learning will continue outside the Oculum.	FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step02_Choice2	FactionQuest_Mukag_Chapter02_Step01	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	2	2	13			Bold	FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step02_Choice03	FactionQuest_Mukag_Chapter02_Step01	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	2	2	13			Please traditionalists with new facilities to seek the Sages.	FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step02_Choice3	FactionQuest_Mukag_Chapter02_Step01	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	2	2	13	FactionQuest_Mukag_Chapter02_Step01:branch:1	FactionQuest_Mukag_Chapter02_Step01ChoiceDefinition	Forgotten Power				FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_Mukag	2	2	13	FactionQuest_Mukag_Chapter02_Step01:branch:2	FactionQuest_Mukag_Chapter02_Step02_Choice01EffectChoiceDefinition	Pious	FactionQuest_Mukag_Chapter02_Step02_Choice01			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	2	2	13	FactionQuest_Mukag_Chapter02_Step01:branch:3	FactionQuest_Mukag_Chapter02_Step02_Choice1ChoiceDefinition	Pious	FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	2	2	13	FactionQuest_Mukag_Chapter02_Step01:branch:4	FactionQuest_Mukag_Chapter02_Step02_Choice02EffectChoiceDefinition	Open	FactionQuest_Mukag_Chapter02_Step02_Choice02			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	2	2	13	FactionQuest_Mukag_Chapter02_Step01:branch:5	FactionQuest_Mukag_Chapter02_Step02_Choice2ChoiceDefinition	Open	FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	2	2	13	FactionQuest_Mukag_Chapter02_Step01:branch:6	FactionQuest_Mukag_Chapter02_Step02_Choice03EffectChoiceDefinition	Bold	FactionQuest_Mukag_Chapter02_Step02_Choice03			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	2	2	13	FactionQuest_Mukag_Chapter02_Step01:branch:7	FactionQuest_Mukag_Chapter02_Step02_Choice3ChoiceDefinition	Bold	FactionQuest_Mukag_Chapter03_Step01			FactionQuest_Mukag_Chapter02_Step01	FactionQuest_Mukag_Chapter02_Step01	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	4	1	8	FactionQuest_Mukag_Chapter04_Step00:branch:1	FactionQuest_Mukag_Chapter04_Step00ChoiceDefinition	A Gamble				FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_Mukag	4	1	8	FactionQuest_Mukag_Chapter04_Step00:branch:2	FactionQuest_Mukag_Chapter04_Step01ChoiceDefinition	A Gamble				FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_Mukag	4	1	8	FactionQuest_Mukag_Chapter04_Step00:branch:3	FactionQuest_Mukag_Chapter04_Step02_Choice01EffectChoiceDefinition	Pious	FactionQuest_Mukag_Chapter04_Step02_Choice01			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	4	1	8	FactionQuest_Mukag_Chapter04_Step00:branch:4	FactionQuest_Mukag_Chapter04_Step02_Choice1ChoiceDefinition	Pious	FactionQuest_Mukag_Chapter05_Step01			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	4	1	8	FactionQuest_Mukag_Chapter04_Step00:branch:5	FactionQuest_Mukag_Chapter04_Step02_Choice02EffectChoiceDefinition	Open	FactionQuest_Mukag_Chapter04_Step02_Choice02			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	4	1	8	FactionQuest_Mukag_Chapter04_Step00:branch:6	FactionQuest_Mukag_Chapter04_Step02_Choice2ChoiceDefinition	Open	FactionQuest_Mukag_Chapter05_Step01			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	4	1	8	FactionQuest_Mukag_Chapter04_Step00:branch:7	FactionQuest_Mukag_Chapter04_Step02_Choice03EffectChoiceDefinition	Bold	FactionQuest_Mukag_Chapter04_Step02_Choice02			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	4	1	8	FactionQuest_Mukag_Chapter04_Step00:branch:8	FactionQuest_Mukag_Chapter04_Step02_Choice3ChoiceDefinition	Bold	FactionQuest_Mukag_Chapter05_Step01			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	4	2	14			Pious	FactionQuest_Mukag_Chapter04_Step02_Choice02,FactionQuest_Mukag_Chapter05_Step01			FactionQuest_Mukag_Chapter04_Step02_Choice01	FactionQuest_Mukag_Chapter04_Step00	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	4	2	14			Make an example of the heretics to bring them in line.	FactionQuest_Mukag_Chapter05_Step01			FactionQuest_Mukag_Chapter04_Step02_Choice1	FactionQuest_Mukag_Chapter04_Step00	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	4	2	14			Bold	FactionQuest_Mukag_Chapter04_Step02_Choice03,FactionQuest_Mukag_Chapter05_Step01		FactionQuest_Mukag_Chapter05_Step01	FactionQuest_Mukag_Chapter04_Step02_Choice02	FactionQuest_Mukag_Chapter04_Step00	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	4	2	14			Expelling the Called is a small price to pay for knowledge.	FactionQuest_Mukag_Chapter05_Step01			FactionQuest_Mukag_Chapter04_Step02_Choice2	FactionQuest_Mukag_Chapter04_Step00	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	4	2	14			Open	FactionQuest_Mukag_Chapter05_Step01		FactionQuest_Mukag_Chapter05_Step01	FactionQuest_Mukag_Chapter04_Step02_Choice03	FactionQuest_Mukag_Chapter04_Step00	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	4	2	14			Expelling the Called is a small price to pay for knowledge.	FactionQuest_Mukag_Chapter05_Step01			FactionQuest_Mukag_Chapter04_Step02_Choice3	FactionQuest_Mukag_Chapter04_Step00	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	4	2	14	FactionQuest_Mukag_Chapter04_Step00:branch:1	FactionQuest_Mukag_Chapter04_Step00ChoiceDefinition	A Gamble				FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_Mukag	4	2	14	FactionQuest_Mukag_Chapter04_Step00:branch:2	FactionQuest_Mukag_Chapter04_Step01ChoiceDefinition	A Gamble				FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_Mukag	4	2	14	FactionQuest_Mukag_Chapter04_Step00:branch:3	FactionQuest_Mukag_Chapter04_Step02_Choice01EffectChoiceDefinition	Pious	FactionQuest_Mukag_Chapter04_Step02_Choice01			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	4	2	14	FactionQuest_Mukag_Chapter04_Step00:branch:4	FactionQuest_Mukag_Chapter04_Step02_Choice1ChoiceDefinition	Pious	FactionQuest_Mukag_Chapter05_Step01			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	4	2	14	FactionQuest_Mukag_Chapter04_Step00:branch:5	FactionQuest_Mukag_Chapter04_Step02_Choice02EffectChoiceDefinition	Open	FactionQuest_Mukag_Chapter04_Step02_Choice02			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	4	2	14	FactionQuest_Mukag_Chapter04_Step00:branch:6	FactionQuest_Mukag_Chapter04_Step02_Choice2ChoiceDefinition	Open	FactionQuest_Mukag_Chapter05_Step01			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	4	2	14	FactionQuest_Mukag_Chapter04_Step00:branch:7	FactionQuest_Mukag_Chapter04_Step02_Choice03EffectChoiceDefinition	Bold	FactionQuest_Mukag_Chapter04_Step02_Choice02			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	4	2	14	FactionQuest_Mukag_Chapter04_Step00:branch:8	FactionQuest_Mukag_Chapter04_Step02_Choice3ChoiceDefinition	Bold	FactionQuest_Mukag_Chapter05_Step01			FactionQuest_Mukag_Chapter04_Step00	FactionQuest_Mukag_Chapter04_Step00	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	5	1	3	FactionQuest_Mukag_Chapter05_Step01:branch:1	FactionQuest_Mukag_Chapter05_Step01ChoiceDefinition	The Confrontation				FactionQuest_Mukag_Chapter05_Step01	FactionQuest_Mukag_Chapter05_Step01	true player choice	initial Step 1 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Mukag	5	1	3	FactionQuest_Mukag_Chapter05_Step01:branch:2	FactionQuest_Mukag_Chapter05_Step02ChoiceDefinition	The Confrontation				FactionQuest_Mukag_Chapter05_Step01	FactionQuest_Mukag_Chapter05_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	5	1	3	FactionQuest_Mukag_Chapter05_Step01:branch:3	FactionQuest_Mukag_Chapter05_Step03ChoiceDefinition	The Confrontation	FactionQuest_Mukag_Chapter06_Step01			FactionQuest_Mukag_Chapter05_Step01	FactionQuest_Mukag_Chapter05_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 3, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	5	2	3	FactionQuest_Mukag_Chapter05_Step01:branch:1	FactionQuest_Mukag_Chapter05_Step01ChoiceDefinition	The Confrontation				FactionQuest_Mukag_Chapter05_Step01	FactionQuest_Mukag_Chapter05_Step01	true player choice	initial Step 2 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Mukag	5	2	3	FactionQuest_Mukag_Chapter05_Step01:branch:2	FactionQuest_Mukag_Chapter05_Step02ChoiceDefinition	The Confrontation				FactionQuest_Mukag_Chapter05_Step01	FactionQuest_Mukag_Chapter05_Step01	true player choice	initial Step 2 branch; continuation appears as sibling branch for Step 3, but no explicit ownership edge links them
FactionQuest_Mukag	5	2	3	FactionQuest_Mukag_Chapter05_Step01:branch:3	FactionQuest_Mukag_Chapter05_Step03ChoiceDefinition	The Confrontation	FactionQuest_Mukag_Chapter06_Step01			FactionQuest_Mukag_Chapter05_Step01	FactionQuest_Mukag_Chapter05_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 3, but frontend shows it at Step 2; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Mukag	5	3	3	FactionQuest_Mukag_Chapter05_Step01:branch:1	FactionQuest_Mukag_Chapter05_Step01ChoiceDefinition	The Confrontation				FactionQuest_Mukag_Chapter05_Step01	FactionQuest_Mukag_Chapter05_Step01	true player choice	initial Step 3 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Mukag	5	3	3	FactionQuest_Mukag_Chapter05_Step01:branch:2	FactionQuest_Mukag_Chapter05_Step02ChoiceDefinition	The Confrontation				FactionQuest_Mukag_Chapter05_Step01	FactionQuest_Mukag_Chapter05_Step01	true player choice	initial Step 3 branch; continuation appears as sibling branch for Step 3, but no explicit ownership edge links them
FactionQuest_Mukag	5	3	3	FactionQuest_Mukag_Chapter05_Step01:branch:3	FactionQuest_Mukag_Chapter05_Step03ChoiceDefinition	The Confrontation	FactionQuest_Mukag_Chapter06_Step01			FactionQuest_Mukag_Chapter05_Step01	FactionQuest_Mukag_Chapter05_Step01	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Mukag	6	1	8			A Clean Break				FactionQuest_Mukag_Chapter06B_Step01	FactionQuest_Mukag_Chapter06A_Step00_Choice01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_Mukag	6	1	8			The Disciples	FactionQuest_Mukag_Chapter06A_Step00_Choice01,FactionQuest_Mukag_Chapter06A_Step01_Choice02,FactionQuest_Mukag_Chapter06B_Step01			FactionQuest_Mukag_Chapter06_Step01	FactionQuest_Mukag_Chapter06A_Step00_Choice01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_Mukag	6	1	8			The Sages’ science has no place for the fervor of the Called.	FactionQuest_Mukag_Chapter06A_Step00_Choice01,FactionQuest_Mukag_Chapter06A_Step01_Choice02			FactionQuest_Mukag_Chapter06A_Step00_Choice02	FactionQuest_Mukag_Chapter06A_Step00_Choice01	projection/variant of current step	projected branch_variant variant at backend progression step
FactionQuest_Mukag	6	1	8			The Sages’ science has no place for the fervor of the Called.	FactionQuest_Mukag_Chapter06A_Step01_Choice2			FactionQuest_Mukag_Chapter06A_Step00_Choice2	FactionQuest_Mukag_Chapter06A_Step00_Choice01	projection/variant of current step	projected entry variant at backend progression step; no variant ancestry/prerequisite path is present
FactionQuest_Mukag	6	1	8			A sacrifice for the ages celebrates pious rule.				FactionQuest_Mukag_Chapter06A_Step01_Choice1	FactionQuest_Mukag_Chapter06A_Step00_Choice01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_Mukag	6	1	8			The Sages’ truest wisdom is the love of science.				FactionQuest_Mukag_Chapter06A_Step01_Choice2	FactionQuest_Mukag_Chapter06A_Step00_Choice01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_Mukag	6	1	8	FactionQuest_Mukag_Chapter06A_Step00_Choice01:branch:1	FactionQuest_Mukag_Chapter06A_Step00_Choice01ChoiceDefinition	A Sublime Belief	FactionQuest_Mukag_Chapter06A_Step01_Choice1			FactionQuest_Mukag_Chapter06A_Step00_Choice01	FactionQuest_Mukag_Chapter06A_Step00_Choice01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
